comment,hotel_name,source
Nice one night stay. Clean and cozy room. ,Travelodge Gatwick Airport Central,agoda
"Annoyed they would not allow 2 hour early bookin without a 10.00 fee  Your at an airport and people come at all hours of the day. I flew all night and was exhausted. I sent an email a week before when I booked saying I would arrive early and had no response back. At least then I would have known and could have stayed at the airport or somewhere else instead of sitting in the lobby for two hours as  I was not willing to pay the fee. I checked out at 4 Am the next day to catch my next flight. Maybe they should pay me for the remaining time I had in my reservation to check out time.  The front desk said she could not override her system to allow me to book in early.....not impressed!!! Room was clean, quite and would consider staying there again. Bar staff friendly, food ok. ",Travelodge Gatwick Airport Central,agoda
"I have been staying here every time I come to the UK and the staff has always been helpful and friendly. 
The room was clean except for the trash in the room was there after I had the room serviced in between my days there (not a big deal to me) I would stay here again and again ",Travelodge Gatwick Airport Central,agoda
"No frills, but a good price with a very nice breakfast included. 

Staff were very friendly and helpful.

Negatives: Shower head dripped all night, just a little maintenance required is all. Also food on an evening was very poor quality, super cheap ingredients and tasteless, at a premium price.

Still give it 5 stars overall and would return",Travelodge Gatwick Airport Central,agoda
"The Travelodge served my purpose,  which was a one night stay between flights.
My main observation which really made no difference to the convenience of my stay, is that the reception area is very stark. It reminded me of a hostel foyer",Travelodge Gatwick Airport Central,agoda
"Great service, helpful staff always ready to give advice when it was needed great breakfasts and good coffee everyday, hotel shuttle always on time, rooms where spacious and clean.
Only issue was the frequency of the room make up I was there 7 days and only made up the room once not actually an issue but a bit troublesome.",Travelodge Gatwick Airport Central,agoda
"Had a great 7 day stay at the Travel-lodge I had some business to attend to over that period it made a great base to work from, the staff where helpful and friendly.
From the bar staff right through to the front desk they always had an answer to any question that you posed to them.
The only issue was the cleaning rosta it was difficult to work out, as different staff where allocated to different rooms so I couldn't get my room cleaned on most occasions.",Travelodge Gatwick Airport Central,agoda
"Very clean and welcoming! Despite location near to major road and airport surprisingly quiet and very comfortable beds. Didn’t pay a lot for the room so wasn’t expecting level of quality, certainly shows off its recent refit. All in all very good budget hotel that seems to aspire to higher levels!",Travelodge Gatwick Airport Central,agoda
"Great value for what you get, really comfy bed and the £4 shuttle to Gatwick Airport is really convenient. It runs every 15 mins and gets you to the airport in 20 mins! ",Travelodge Gatwick Airport Central,agoda
Perfect location however it would be nice when booked to communicate how to get to the hotel using public transport and reminded to have cash on hand. Otherwise great staff in assisting me to get a taxi. ,Travelodge Gatwick Airport Central,agoda
The rooms was nice and cozy. It suitable for group like us with 3 adults. Near the airport.,Travelodge Gatwick Airport Central,agoda
Transport from airport to hotel have to use shuttle bus £4 every trip. ,Travelodge Gatwick Airport Central,agoda
"There are bus from airport to the hotel frequently. It takes 10 minutes. 
The hotel is good and convenient at this price.",Travelodge Gatwick Airport Central,agoda
"The room was clean and comfortable, was a very good rest before an early flight out at Gatwick airport. However there was only 30 minutes of free WiFi (!!!) and the airport shuttle is an extra 4 pounds each way for a 10 minute trip. These costs should be included in the room, instead it was an unpleasant surprise to have multiple hidden costs.",Travelodge Gatwick Airport Central,agoda
"Friendly , helpful staff and great service, hotel is in a great location and very clean. Only little issue we had was workman’s vans parking in the disabled bays, which meant dad had a longer walk back into the hotel ",Travelodge Gatwick Airport Central,agoda
Staff good and Frendly ,Travelodge Gatwick Airport Central,agoda
"Place is ok except for the fact that the hotels airport bus only takes cash, I always try to get rid of my cash before I leave a country. Uber was crazy expensive. £20 each way for a 5 minute drive",Travelodge Gatwick Airport Central,agoda
For that price i expect the basics necessity to be working fine. The heater panel doesnt work and it on and off by itself throughout. The staff says that they can control it from their side i don't know how but the heater just turn on and off by itself. ,Travelodge Gatwick Airport Central,agoda
Near to Gatwick Airport and the bus shuttle (£3/ way)run very frequent and on time btw airport n hotel. Bus stop right in front of the hotel lobby ,Travelodge Gatwick Airport Central,agoda
I hink the bus between the airport and the hotel should be included i the hotel price. It is not practical to have to pay while having to take care of the luggage! So inconvenient!,Travelodge Gatwick Airport Central,agoda
"The place was very clean, very nice, warm, staff very professional and in great proximity to the airport. Very much recommended if you're having a transfer at Gatwick.",Travelodge Gatwick Airport Central,agoda
"Location wise near airport.  Clean,  tidy and comfort stay. ",Travelodge Gatwick Airport Central,agoda
"Comfortable stay nearby Gatwick airport, I used agoda points and got it for half price but even at full price it would be a good deal. ",Travelodge Gatwick Airport Central,agoda
"Room was spartan but the bed comfortable and clean. The a/c was making a horrible noise when running . Reception said they’d send someone, but no one came. Food at the bar was excellent . No coat hangars or dresser to put items in or on. Other than that it was good. ",Travelodge Gatwick Airport Central,agoda
"excellent location.  Clean and well maintained room  with comfortable bed.   No glasses in bathroom but no doubt could have obtained if I had gone to  reception.  It's no frills but fine for overnight stay.
Surprisingly  quiet.  Would use again",Travelodge Gatwick Airport Central,agoda
"I was surprised it was way better than expected maybe newly renovated or something but It was great including the breakfast, my only complaint was that I was never able to get through the phone to talk to somebody. ",Travelodge Gatwick Airport Central,agoda
"Hallway was dirty,  mirror light and shower extractor fan not connected to electric supply (staff said all rooms are like this!)  Our ground floor room had lots of traffic noise.  Lots of choices on the breakfast buffet, but most were cold.  Limited choice on the dinner menu. ",Travelodge Gatwick Airport Central,agoda
"Very dirty, give us different room that what we already asked for booked! The fact that we could not cancel and go else where is not acceptable at all!!!",Travelodge Gatwick Airport Central,agoda
Short on amenities in the room. Just the bare nacesaties are supplied. ,Travelodge Gatwick Airport Central,agoda
"Clean, good size room and easy access to airport, great food and cocktails at restaurant.",Travelodge Gatwick Airport Central,agoda
"Overall is good.  Room good & easy take bus to airport.  Friendly staff 
Reason stay we have early morning flight next day happy with their services.  ",Travelodge Gatwick Airport Central,agoda
Helpful staff assistant hotel manager Ben,Travelodge Gatwick Airport Central,agoda
 The only regret I had my air-conditioner in my room did not work I did ask to get to get looked at but they did not show up but everything else was good ,Travelodge Gatwick Airport Central,agoda
"Very basic  supply inside the room. 
Great location to the Gatwick airpot",Travelodge Gatwick Airport Central,agoda
Clean and good for value stay if you plan to stay near Gatwick airport. There's a bus circling all the nearby airport hotels with 3£ one trip.,Travelodge Gatwick Airport Central,agoda
"This hotel was better than I was expecting - spacious rooms, comfortable. The airport shuttle bus stopped outside (£3). Like most airport hotels the bar/restaurant was overpriced and the food was average. The reception staff weren’t that friendly and I would have appreciated a trolley for my bags.",Travelodge Gatwick Airport Central,agoda
"Not good, look for a different hotel",Travelodge Gatwick Airport Central,agoda
"Clean, had kettle, comfortable and clean shower. Good meal selection from the cafe at reasonable price. 

But a far walk from bus station, and from the counter to our room ( we got the furthest room) 

We missed the shuttle so it's 350m walk from the nearest bus stop. Okay if you're solo with backpack but should reconsider if you have mobility restriction/knee issue/got luggage . If can catch the shuttle it's very convenient from the airport. 

We had to go to the front counter to activate the AC heater mode. no phone in the room so had to walk there. Max temp is capped at 25'C, and the AC seemed to off itself every few hours. As me and my mom were from tropical countries, obviously 25'C wasn't really sufficient. ",Travelodge Gatwick Airport Central,agoda
I couldn't sleep. The people in the next room seemed to want to party until 2am. I couldn't sleep and had to wake at 4am.  It's really put me off using the hotel again. ,Travelodge Gatwick Airport Central,agoda
"This is a clean hotel, not on the airport property. You can reach it by taking the G1 or G3 bus from Gatwick airport ( which runs 24 hours a day about every 20 minutes for the price of 4 pounds each way) or the number 100 bus that stops just on the road near the hotel. The room was clean. There are few options and the breakfast is not extensive but I believe it is good value especially compared to staying at the airport. The front desk staff were friendly and helpful. I would stay here again on a stopover. ",Travelodge Gatwick Airport Central,agoda
Strategic location. Friendly and helpful staff. Breakfast is nice and with variety choices. Room is really spacious and clean for 2. ,Travelodge Gatwick Airport Central,agoda
Chose the hotel as I had an early morning flight. Internet was an add on - really in this day and age when most hotels and certainly big brands offer fast wifi included. The cost was £3 with Virgin and there was continually a signal issue. I mean I got no signal at all. Tried to call the number provided but that wasn’t working and tried again with the same message so watched Midsomer Murders on TV. I wrote to Virgin who refused refund as they said I should have alerted them to the problem. Told them I did but have heard nothing back not a sausage. Travelodge should pull that outsourcing immediately - it does their brand no favours. My room was so cold I could not sleep even though I fiddled with the a/c heater control.,Travelodge Gatwick Airport Central,agoda
"I thought from the reviews that my co-worker and I could expect a clean room and wifi (who doesn't offer free wifi these days???) Room was not clean, bathroom not clean. Hallways dirty.. The twin room we booked was unavailable and so we had to share a bed.
Positive: Staff were friendly and foyer was comfortable.",Travelodge Gatwick Airport Central,agoda
"Pros great location for Gatwick
Clean and modern hotel
Friendly staff
CONS - £16 per night to park., this needs to be HIGHLIGHTED that there is a parking charge to park at the hotel, even when you a guest.
I've stayed at numerous hotels near airports and the charge is waived if you are a guest at that hotel",Travelodge Gatwick Airport Central,agoda
Easy access to airport with airport shuttle bus. Quiet throughout the night for good sleeping before a long flight home. ,Travelodge Gatwick Airport Central,agoda
The booking was for my grandson  I had a query re his arrival but it was soon fixed as I live in Australia,Travelodge Gatwick Airport Central,agoda
Worth it at all. Best hotel near gatwick! ,Travelodge Gatwick Airport Central,agoda
"We stayed for a night there. 
Front desk staff was helpful and friendly! 
Room was spacious! 
Really satisfied staying there. ",Travelodge Gatwick Airport Central,agoda
"Had trouble with parking as we could not pay using the machine provided as it was not working. The hotel workers were not helpful with this issue. Also parking charges were expensive.
Would not recommend this hotel if you needed to use the parking.",Travelodge Gatwick Airport Central,agoda
"Very good service st reception,breakfast always good ,rooms comfortable, dinners don’t waste your money ,like staying at the hotel ,have stayed on many occasions but will only be eating breakfast in future not the dinners ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Stopped here before a early morning outbound flight & on my return from my holiday.   I stopped in a super room which in my opinion is well worth the extra money i didn't really use the coffee machine although the kit kats in room is a nice finishing touch. I also like the you can dim the main lights right down which is nice when you want to start getting settled before bed.   The room i had 653 is one of the biggest in the hotel and it was lovely to have such space and also have a view and watch the planes come into land. On my outbound flight i had booked for the room to be made up has a double however it wasn't but this wasnt a problem for the staff on duty and the nice pleasant lady with glasses i believe she was a supervisor or manager came up stairs and clipped the beds,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We stayed here the night before our flight out of Gatwick, at £39 for the super room plus £16 parking for the night I have very little complaint.   It’s close to the airport so there was quite a bit of noise of planes coming in and taking off and the odd siren but frankly that’s to be expected being so close to the airport and didn’t ruin the stay at all.   The room was clean and tidy and came with a coffee machine. The hotel also has a bar that serves food saving us the issue of trying to find somewhere inexpensive to eat.   Would happily book here again in future.   Only downsides - £16 for parking wasn’t made clear on the website when we booked and you can’t check in until 3pm, most other Travelodge a I’ve been to are 2pm. Neither would stop me booking again though ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Although the hotel did what said on the tin, the wifi access did not work and the staff were unable to resolve the problem aside from offering a customer service number to call for me to sort out the issue","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Myself and my partner we’re going to NYC and we live in Derby so needed a hotel - booked this as it was incredibly cheap and convenient, all in all the stay was absolutely fine. The only downside it that you have to pay for 24 hours of parking which I believe is £16... we had an early flight so we were there for around 5 hours, £16 was ridiculous baring in mind I think we paid around £35 for the room. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Paid for entry into room as travelled from Cornwall and advised poor weather - room not ready on arrival, no explanation and certainly no apology. Room hot - terrible. Outside window was a vent from an extractor fan - awful. Will never go back; probably never use a travel lodge again.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We have now used the Travelodge twice for an overnight stay at Gatwick and have had a great stay both times. The rooms are large and comfortable and good value for money. However, the parking cost is now extortianate! It used to be £8 and now its £16! Not worth it in my opinion and if this doesn't change, I would think about staying somewhere else instead.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
I stayed one night at this hotel before my flight in the morning. Really lovely place. So convenient for the airport with a shuttle bus every 15 mins. The staff were very friendly and customer focused. I was made to feel very welcome. Would definitely recommend.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
What can I say it does the job. The rooms are basic but clean and functional. The beds are large and comfortable. The location is great for the airport and central Horley if you fancy getting out. Great value for money.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
This hotel was fantastic value for money and has had a multi million pound makeover. The staff were very polite and the rooms very clean and comfortable. The food wasn’t so good especially the “big burger” it was more like tinned burgers stuck together but the pizzas were amazing. Absolutely recommend this hotel to anyone and transfer fee by taxi is only £6 for a family of 4.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I stayed st this travelodge dwith my friend and the receptionist named vinith was really good a helpful, he made me feel so good customers service was top quality. Thank yoo for the service. I would definitely go back again, hoping its the same receptionist","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Very good experience.. Kids liked a lot their stay in the hotel. The hotel presents very good value for money, good breakfast and close to airport. Ideal for families and short break for Gatwick travellers.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I paid under £30 for a single room.  Room was spacious, clean, comfortable bed, good shower, WiFi and tv worked well, bus to Gatwick airport costs £4 and runs every 15 mins.  Excellent place to stay if you have an early morning departure from Gatwick airport.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Amazing chef,hard working,nothing is too much trouble for her,Brilliant,she helps out with all aspects of the job and i will definitely be visiting again in the near future.Well done small,excellent chef.🐹","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Nice stay. Clean hotel. Bar staff amazing. Lucy looked after us very well! Highly recommend before a holiday away!! Managed to lock myself out of my room 45 seconds after getting in and they were more than helpful I’m getting me sorted.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed at this great hotel for 1 night. Room was lovely and clean and fresh. Bed was so comfy and warm. Food was excellent, staff were pleasant and helpful. Would highly recommend. Would definately stay again.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"stopped over before flights to and from LGW, comfy room, nice bar, shuttle to airport, had everything you needed for a short stay, tea and coffee was very welcome in the morning setting off early and no time for breakfast","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Don't park at this hotel because the price of parking is ridiculous.  £128 for 8 days. It used to be half that. The staff seem to be sympathetic but can't do anything about it. Travelodge need to get a grip before people stop staying. ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"If you think you have a good deal add £16 per night for staying guests parking charges. Hotel is clean and basic, food is quick food only; pizzas and the like. The parking charge is really a rip off because one is not aware of it until arrival at which time it is too late to make alternative  arrangements. I have NEVER been charged for parking while staying at a hotel before. It might be in the small print somewhere but just be forewarned.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Outstanding will come and service. The hotel was exceptionally comfortable and cream and brilliant value for money. I would definitely not hesitate to recommend this hotel and will be returning if I ever need to stay overnight before a flight.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We -myself,my partner & my son -stayed here overnight before flying to Barcelona. This hotel was cheap & reviewed well. How it has reviewed well is beyond me. I'll start with the room itself.... there was no soap in either dispensor in the room, had that of been all then I wouldn't be mentioning it. 2 of the 4 pillows had stains, as did both sets of bed sheets. The aircon unit ran like a backed up overflow all night with no way to turn it off. So no sleep for us. The one thing that did work was the wi-fi.  On top of that we ordered food in the resturant that night, not so much a choice as a lack of options but nevermind. I wouldn't expected the food to be great or cheap. And it wasn't. It was servicable. My chicken burger wss fine but the serving of chips with it was laughably","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"£16 to park the car for 24 hours isn’t bad, but considering we wasn’t staying for 24 hours its a rip off. No option to pay for a certain amount of hours, just 24.  Paid for a superior room but it didn’t look any different to a standard room. Stains all over the carpets, stains on the bedsheets and dirty towels. The one towel looked as if someone had been in and wiped a face full of foundation off.  Not very clear in the photos but its there and its disgusting. £75 I paid for the room, when I could have paid £40 and got exactly the same in a standard room.  This was just a stop over close to Gatwick Airport ready for our flight to Florida for our honeymoon. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Nice clean hotel with good value for money food and drinks and helpful staff.        The lady at reception recommended that we use a taxi in the morning to take us to the airport as this will be more economical as there were two of us,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I have stayed T this hotel every week for the last 4 months & have to say All the staff are really nice,friendly & very helpful just a couple of points which let it down. All the other travelodges I’ve stay in all do the same they want to charge you to use the WiFi which if you check the bandwidth of it it’s not worth paying for as the speed is far to slow to use for anything useful WiFi should come free like the majority of hotels are nowadays you can even go in a supermarket & get free WiFi so there is no excuse  also the Gatwick one is charging customers £16.00 a day to park on top of the price of rooms which works out rather expensive I know it’s close to the airport & the land is owned by the airport but really !! The travelodge at Maidstone central has spaces for about 20","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"The hospitality I received was beyond what I expected, came for a short stay with my partner. We was already under stress but the affection and care shown by Vinith was outstanding. Made us feel better and even offered us complimentary drinks on the house! Room was very clean and allowed us to have a pleasant stay on a quiet floor. Service was superb couldn’t recommend the level of service received by Vinith anywhere else. Will be back soon.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"The Travelodge was excellent and as expected from previous stays. However, there was a £16 parking charge which was not obvious at the time of booking.  Had we known this, we would have considered other options in the area","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Cat on reception was really friendly and helpful.  Staff here are always nice and friendly. Hotel is nice and clean. Nice big rooms amazing view of the airport. They have a new refurbished bar. Bar staff are always so friendly. I recommend this hotel it's a good stay. ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
I was really pleased with my stay here in January. I booked the same day as I arrived because I was unwell and needed to rest before continuing my trip and the reception staff and housekeeping provided me with a room extra quick so I could rest. They went above. I would definitely go back here again. ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"The hotel is convenient, clean and great value for a stop over at gatwick. The staff were very friendly.  Only pain was that the Bus to hotel is £4 each way and you need cash. Did not see that advertised anywhere. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"This is a clean and comfortable hotel, much improved by recent refurbishment. I have used it several times for an overnight stay before catching an early flight, for which it is excellent value and conveniently located.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Excellent stop over for early morning Gatwick flight ... everything on site bar / food ..large room clean very comfortable bed and very quiet . The best Travelodge I stayed in and I’ve stayed in a lot !! 👍,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Value for money was excellent, however, be aware that they don't mention the £16 overnight car parking charge. Also on my night of visit TV  in room did not work after being told someone on the roof working on it. Still didn't work the next morning either.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Great staff very friendly  Amazing food and drinks  Very reasonable prices  Very comfortable rooms and would recommend a stay to family and friends  Car park facilities very good a lot of room and spaces to park,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Staff very friendly. Pleasant tasting food in the restaurant and not too expensive. Beds so very comfortable. Room well furnished. All top marks. Normally stay at Premier Inn Gatwick North but personally this is half the price and a 2 minute cab journey to the terminal and it's only 6 pounds where the shuttle is 4 and even with the transportation cost it's still a great price to stay here. Top marks. Well done Travelodge,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"A clean comfortable hotel room and best of all less than a 5 minute walk to the front entrance of Gatwick Airport. Breakfast is reasonably priced, we were able to get early access to our room for an additional £10 fee.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
A good place to stay if you have a early morning flight Clean and comfortable bed. Food avalable but not to my liking so could not find anything to eat. Drinks not cheap but OK I have used this hotel many times and it does what it says on the tin,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Near airport with shuttles outside running regularly however they only take cash so just a warning. Rooms are big and comfortable, there isn't really any shops nearby if you don't drive. Great value for money.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"If you need to stay near Gatwick Airport for a flight, this is the THE place.  But get the SuperPlus level room.  The few extra pounds are worth it.  Amenities such as free espresso machine, chocolates, larger bed, nicer bathroom, and newer feeling really help to relax you before or after boarding your plane.  The staff, especially, is really fine and helpful.    The hotel is about 1 mile from the airport, about 10 pounds by taxi which is right outside the arrival terminal.  Going back to Gatwick is a few pounds by airport bus that stops right in front of the hotel door.  Convenient and quick.  If you want a meal, they have a standard breakfast buffet.  For dinner there is a menu.  I tried a few items and they were all very tasty and well presented for an airport hotel.  Stay","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Room was what we expected. Good service and comfortable social area in the bar/restaurant. Check in and out quick and simple. Only comment would like to have hairdryer and ironing board in standard  rooms. Like that you always know what you are going to get when you go to a Travelodge,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We use this hotel a lot and never had a problem, but they have doubled the parking price per night, this used to be good value. You don’t have any other choice but to park there. Staff were great and hotel clean","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
The only thing  I can say about the hotel and the staff and the food and drinks is YOU CANNOT IMPROVE ON PERFECTION the hotel in side and out side was great  the food was great and the room was nice warm no noise ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
the room was adequate - too hot and we were locked out of the aircon controls  only there for 5 hours so was exactly what we needed a bed and shower  the bed was comfortable and room clean we had a family room and if we had 2 children in the room it would have been very cramped ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Having used this hotel many times prior to flying out from Gatwick I have found it extremely convenient and there have been noticeable improvements over the past few years. The rooms are spacious and clean. The beds comfortable. The restaurant is serviceable with plenty of choice and special meal deals on offer. The staff have always been courteous and helpful. The big problem is the cost of the car park. I know that this is not necessarily under Travelodge control but there is no other choice but to use it for the overnight stay and at a cost of £16 for a 24 hour period I do believe this is a very high price for this facility - and it is listed as a facility by Travelodge ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Hotel was very convenient, and provided very good value accommodation close to Gatwick.  Room was very clean, spacious and comfortable.  Good evening meal.  Would definitely use again if flying from Gatwick.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"terrible terrible hotel, everything about it sucks it feels like an extortion racket, it was an awful experience, they charge you to check in early, to use the WIFI, and the food was awful - don't spend any money there. The parking costs about as much as a room. Its $17 for a terrible terrible hamburger that makes you long for Burger King. Coleslaw was terrible quality. $5 for the Wifi. $14 for the bus each way even though it takes for a like 4 minute ride - you can't walk this, because they don't allow for pedestrians in the UK. Staff were indifferent. It was a horrible experience, will not return ever, and now we plan to avoid travelling to Gatwick and to the UK in general.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Great lodging option if you have a flight in Gatwick. The hotel is close to the airport, however it is not possible to walk with luggage to the hotel as it is a small road without pedestrian bounding.  Upon arrival at the hotel, check-in is with a machine that gives you room keys in less than 2 minutes. The rooms are ideal for the price you pay, comfortable, functional and clean. The rest is very good and the rooms are in good condition.  The hotel is designed to make everything fast and efficient for travelers. From when you arrive until you leave, everything is automated, indicated shuttle times, ATM and food service all the time. I didnt have a converter for the UK and fortunately the rooms had USB input to charge.  The negative: Wi-Fi has an additional cost of 3 euros for 24","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed the night before an early flight, so we didn't have a mad rush in the morning. Spotlessly clean, very friendly and helpful staff. We opted for the cooked buffet breakfast, which was superb and thoroughly recommended.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Nice room for the money, but there's no free parking. I paid £16 for 24h parking and the ticket machine allows to pay for 24h slots only. So eventually I paid £39 for the room and £16 for parking. Next time I'll park the car at the airport straight away and I'll go for a more expensive hotel ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Hotel was excellent, room clean and immaculate. Staff polite, helpful and professional.  However, the carpark rate has increased from £8 per day to £16 (with hotel discount). Used the hotel twice previously when away for a week, £8 was reasonable. However has now double and alas will be seeking an alternative hotel with carpark (one already found).","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed here for 2 nights prior to flying and what can I say? What a lovely hotel, the rooms are modern and comfortable, clean and warm. The food is amazing, we had breakfast, dinner and snacks during our stay and can not fault any of it, compliments to the chef x  I've seen previous comments regarding the food, all I can say in response is, if you're expecting a Michelin or fine dining experience then go somewhere else, what you get here is good food, pizzas are handmade so won't look like takeaway or shop brought, they are tasty and huge, great for sharing x  We have one or two niggles,  firstly our bed was not and as we discovered, could not be, clipped together, as a result my husband (who is disabled) managed to fall between them, although it was funny (he was fine) we did","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
The rooms which are clean and very comfortable represent excellent value at a hotel which is easily accessible by local bus from the airport as well as the shuttle. I consider breakfast and drinks to be expensive so don't have them.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Get location. Fantastic hotel parking available if needed at charge very clean Rooms, I couldn't take the photo of the lights on Stand in the Bar were somebody had wrote in the dust. DUSTY. What spoils it is over priced drinks at bar £5.25 a pint of stella.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Hotel was clean and tidy with good reception and restaurant staff. Regular shuttle service to terminal £4 each way per person.Short term parking £16 for 24 hours not bad considering location. Breakfast precooked got a small discount but plenty of choice.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
decent hotel but no mention of having to pay £16.00 per night extra to park the car until you arrive at the hotel I guess it is a case of buyer beware you get luled into a false sense that you have booked a reasonable priced hotel only to be hit with an extra bill could have got a better hotel for less money with free parking ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
We only wanted to stay for one night yet the charge to park our car was ridiculously expensive. The hotel itself is very good and a good choice if using public transport but for a short stay with a car be prepared for  a very expensive charge.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Decent room, clean facilities, friendly helpful staff and great price considering it’s near to Gatwick airport making it ideal for catching our flight next morning. Breakfast was our only disappointment as 1 slice of bacon available and remainder of cooked breakfast not hot. We paid nearly £20 for full cooked breakfast for 2 so wouldn’t book this option in future. Everything else was excellent and travelling night before flying out the country is by far the least stressful option when you consider the M25, traffic congestion etc. Value for money overall ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Over very welcoming no matter when you arriving . I stopped here prior to my holiday and also when I returned . 24/7 bar and food which is great for a one on a delay ( like myself). Both rooms I stayed in was ok but could do with an upgrade to the heating as either it worked intermittent or was too load and not about to sleep. Breakfast as always is great there and comfort is good.  Does not affect me but I really feel that WIFI should be included free for longer than 30 mins a day. A lot of competitors have this already.  However overall I do love Travelodge’s across the UK and would not hesitate to book again ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"This was a very good stay, it was excellent value and in a great location, staff very friendly and helpful regardless of arrival time, breakfast was fresh, good selection and a very comfortable dining area","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
The environment is great and conducive . Excellent services and affordable price. Everything you need are been provided and ready in your room . Very comfy bed and bathroom interior are great.  The staff are always ready to help at all time. I will recommend Travelodge hotel to everyone.  They are the best!⭐👍,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
